Inst.  Date     Time      X   Y  Dist. Counts   Geog.Pos.    Geomag.Pos.    MLT
WIC_2002_0721_00:44:05  128 161  51380  9639  57.67 293.41  66.83  15.80  21.08
WIC_2002_0721_03:03:35  127 187  43913  5306  56.17 275.40  66.88 347.57  21.37
WIC_2002_0721_13:54:30   91 129  52074 15320  77.06  93.30  71.25 167.17  19.86
S13_2002_0721_15:59:39   60  86  49140    24  71.64  56.49  66.90 134.93  19.67
WIC_2002_0722_06:46:31   99 182  47274  6374  56.47 253.44  65.12 313.78  22.77
WIC_2002_0722_20:40:02  142 126  48487  9869  67.77 319.85  71.90  53.97  19.66
WIC_2002_0723_20:49:34   96 138  48970 15025  65.55 338.00  66.49  68.42  20.78
WIC_2002_0724_00:10:38  124 167  50919  5648  59.62 317.20  64.14  45.66  22.54
WIC_2002_0724_01:18:21  124 175  47887  3569  59.84 309.96  65.89  37.95  23.08
WIC_2002_0725_01:29:56   99 151  49553  4345  63.88 285.69  73.66   5.46  21.10
WIC_2002_0725_04:48:58  107 171  50578  3964  58.36 279.33  68.88 354.02  23.53
WIC_2002_0725_19:17:20   65 139  50032  5220  71.18  88.15  65.93 162.13   1.47
WIC_2002_0725_20:41:27   76 158  45028  6428  69.59  31.12  65.69 113.02  23.61
WIC_2002_0725_21:47:05  110 171  38675  5352  65.59 341.92  65.94  71.66  21.92
WIC_2002_0726_07:38:31   65 160  52051  3913  59.52 244.61  66.44 300.62  22.75
WIC_2002_0726_10:22:40   66 156  47360  8900  62.64 220.35  64.31 272.32  23.55
WIC_2002_0727_01:23:52   44 137  43825  6838  67.32  16.35  64.17  99.78   3.29
WIC_2002_0727_23:54:55   79 155  47079  8620  63.49 318.49  67.86  49.15  22.51
WIC_2002_0728_03:07:47   84 168  51825  3335  56.67 301.09  64.51  25.98   0.00
WIC_2002_0728_05:10:53   72 178  46946  6916  55.66 275.38  66.39 347.54  23.46
WIC_2002_0728_18:17:12   86 143  50418  4337  72.30  62.29  67.40 140.12  22.90
WIC_2002_0728_21:13:36   91 172  36639  4968  68.49 358.93  66.85  87.39  22.42
WIC_2002_0730_01:56:00   86 205  34727  1886  59.72 304.94  66.78  31.93  23.26
WIC_2002_0730_16:53:02   54 193  27900  3558  70.55  95.33  65.22 168.50  23.04
WIC_2002_0731_17:02:39   86 139  51194 13923  72.53  82.84  67.28 157.72  22.53
WIC_2002_0801_05:21:46   76 155  51639  8096  60.01 272.05  70.48 341.84  23.27
WIC_2002_0801_10:39:44   15 160  36326  8610  60.65 224.89  63.30 277.96   0.20
WIC_2002_0801_23:19:24   68 152  45756  6406  66.81   8.92  64.18  93.65   0.89
WIC_2002_0802_00:20:56   46 165  40183  5974  62.29   2.47  59.90  85.65   1.35
WIC_2002_0802_13:23:09   53 128  46491  4246  69.59 188.86  66.11 242.04   0.42
WIC_2002_0802_23:28:54  101 151  50744 12704  57.67 303.39  65.05  29.22  20.75
WIC_2002_0803_01:23:48   95 164  51883  6468  57.17 313.36  62.42  40.59  23.34
WIC_2002_0803_15:11:07   73 134  52086  7095  71.30 125.72  65.40 194.72  22.89
WIC_2002_0803_20:29:02   12 177  28324  6494  69.24  60.84  64.52 137.45   1.01
WIC_2002_0804_05:51:47   89 167  51883 11495  54.00 251.47  62.35 311.94  21.77
WIC_2002_0804_06:45:07   85 164  50619  9162  56.08 246.99  63.49 305.30  22.20
WIC_2002_0804_09:18:58   26 151  39928  5199  58.37 244.78  65.35 301.43   0.48
WIC_2002_0806_02:01:55   98 166  49148  2141  58.09 301.72  65.80  27.25  23.05
WIC_2002_0806_02:55:15   90 171  45872  5527  58.84 286.90  68.79   6.26  22.50
WIC_2002_0806_18:08:42   61 145  40424  4093  71.66  85.04  66.43 159.45   0.03
WIC_2002_0807_04:24:40   78 155  52092  4758  57.83 279.50  68.37 354.26  23.17
WIC_2002_0807_06:13:25   77 156  49897  4582  56.89 263.89  66.97 329.10  23.27
WIC_2002_0808_13:13:05   53 148  38013  2350  69.87 164.41  64.35 224.87  23.15
WIC_2002_0808_14:37:06   72 194  25291  3081  72.32 108.76  66.66 180.17  21.45
WIC_2002_0809_13:01:58   71 129  51998  7823  72.32 146.74  66.40 210.52  22.01
WIC_2002_0809_16:14:48   77 130  46161  6610  76.32  89.10  70.65 163.76  21.97
WIC_2002_0810_03:01:31   87 160  51832  8638  55.58 284.32  65.92   1.73  22.31
WIC_2002_0810_07:11:48   44 165  42602  8225  57.17 248.38  64.89 306.64  22.74
WIC_2002_0810_16:54:55   67 124  51451  6753  75.03  80.20  69.62 156.21  22.31
WIC_2002_0810_21:17:31   97 154  43359  3590  67.34 353.01  66.31  81.84  22.09
WIC_2002_0811_09:36:34   63 131  50471  6224  61.98 230.67  65.88 282.95  23.54
WIC_2002_0811_11:00:40   58 138  45874  5091  67.67 195.03  64.90 248.01  22.55
WIC_2002_0812_02:05:51   83 171  41419  4168  62.34 314.96  67.39  44.75   0.29
WIC_2002_0812_16:48:27  117 168  38290  5401  73.10  50.44  68.44 130.96  20.50
WIC_2002_0813_01:38:14  115 168  51146  6789  57.89 283.63  68.18   0.94  20.93
WIC_2002_0813_04:18:15  102 174  50485  5187  55.78 281.49  66.31 357.31  23.28
WIC_2002_0814_09:51:40   74 148  47187  3913  67.63 217.10  68.61 265.37  22.62
WIC_2002_0814_18:47:34   87 120  46766 14469  71.49 323.27  74.90  61.85  18.25
WIC_2002_0816_01:38:54   77 167  52051  5251  59.01 308.81  65.28  36.26  23.30
WIC_2002_0816_05:43:00   46 180  41472  5745  56.73 266.67  67.07 333.49  23.10
WIC_2002_0817_07:24:34   69 160  51427  8129  58.33 241.47  64.63 297.37  22.36
WIC_2002_0817_22:58:27  121 166  48216  5264  62.90 310.55  68.84  40.20  20.96
WIC_2002_0818_00:18:26   74 178  42099  5318  63.52 311.47  69.28  41.63  22.37
WIC_2002_0818_13:02:03   97 142  48785  6326  75.74 118.53  69.77 187.13  20.52
WIC_2002_0818_22:30:44   84 162  47154 18294  64.99 324.30  68.28  55.90  21.55
WIC_2002_0819_01:51:47   78 167  51727  8819  55.96 315.36  60.70  42.24  23.91
WIC_2002_0819_02:59:29   79 173  49595  5409  54.26 298.13  62.69  21.45  23.62
WIC_2002_0819_18:27:11   71 149  45010  4413  69.91  74.18  64.95 149.41  23.74
WIC_2002_0820_08:49:14   89 159  44346  8078  67.08 214.19  67.51 263.40  21.51
WIC_2002_0820_22:36:25   94 172  46295  9172  62.57 347.48  61.89  74.00  22.85
WIC_2002_0821_12:23:35   88 146  48125 11456  67.99 172.46  62.83 231.78  22.88
WIC_2002_0822_00:36:22   52 172  52047  5962  57.69 300.54  65.63  25.60  21.59
WIC_2002_0823_19:26:03   30 139  51977  3880  72.33  55.91  67.56 134.86  23.78
WIC_2002_0823_20:48:06   37 150  49728  7708  69.49  18.53  66.26 103.15  23.02
WIC_2002_0824_23:59:50   34 144  51906  4553  68.58 349.05  68.09  79.92   0.62
WIC_2002_0826_03:11:32   29 166  51767  5671  60.52 273.98  70.99 345.07  21.42
WIC_2002_0826_05:28:59   20 158  50348  5665  53.72 273.90  64.52 345.21  23.70
WIC_2002_0826_16:13:32   17 151  49489 12464  70.66  62.21  65.85 139.24  20.47
WIC_2002_0826_20:46:22   44 163  47065  6892  65.81 349.55  65.12  77.90  21.31
WIC_2002_0827_11:45:18   47 147  43605 14109  75.45 127.63  69.45 194.23  19.77
WIC_2002_0902_10:58:29    9 159  38036  8489  70.72 168.79  65.51 227.30  21.24
WIC_2002_0904_02:59:46   47 181  50294  5422  54.99 268.95  65.55 337.33  20.75
WIC_2002_0904_05:31:32   26 201  39055 13943  55.51 226.85  58.59 282.74  19.62
WIC_2002_0904_15:12:29   30 156  52028  7578  67.70 101.27  62.40 173.92  21.83
WIC_2002_0904_17:38:08   45 161  49218  9143  68.16  47.54  63.73 125.54  21.31
WIC_2002_0907_00:56:40   53 175  52045  9801  60.77 277.52  71.18 352.80  19.76
WIC_2002_0907_15:18:36   21 125  51961  6472  74.68 148.96  68.86 210.29   0.38
WIC_2002_0907_16:40:39   30 159  49573  6923  67.35  79.51  62.44 153.64  22.08
WIC_2002_0907_18:37:33   17 186  40990 25482  61.13  34.43  56.97 111.29  21.43
WIC_2002_0908_05:01:33   27 175  52161 15924  49.89 261.62  59.87 327.00  22.10
WIC_2002_0908_21:26:33   20 146  48678  6530  68.78  26.80  65.07 109.02   0.06
WIC_2002_0910_01:25:15   32 176  50076  5099  59.24 299.41  67.36  24.63  22.36
WIC_2002_0910_12:36:24   20 162  50885 14358  65.94 143.72  59.73 211.45  21.91
WIC_2002_0910_15:34:52   28 160  50255  6581  67.52  92.17  62.41 165.45  21.69
WIC_2002_0911_06:25:30   15 143  48518  9518  58.94 269.25  69.35 337.31   0.20
WIC_2002_0911_19:33:33   19 138  51236  9710  71.72  66.07  66.78 143.02   0.48
WIC_2002_0912_12:51:50   40 155  38502  6522  76.08  79.25  70.58 155.83  18.50
WIC_2002_0913_00:56:20   42 182  49102  6090  59.14 295.87  67.87  19.73  21.56
WIC_2002_0917_16:18:03   22 159  52072  9866  65.24  97.23  60.11 170.14  22.85
WIC_2002_0917_20:48:47   40 192  39332  4942  64.60 329.66  66.89  60.53  20.22
WIC_2002_0918_09:50:40   23 169  46086  7125  70.58 159.48  64.89 220.90  19.80
WIC_2002_0918_23:04:50   34 176  49627  4766  64.19 324.86  67.35  55.84  22.15
WIC_2002_0919_12:10:48   29 161  51787  6122  73.13 133.67  67.15 200.19  20.81
WIC_2002_0919_15:31:47   14 179  39339  9365  69.79  68.41  64.92 144.26  20.34
WIC_2002_0929_14:59:39   37 162  50347  3003  78.93  49.96  73.88 136.40  19.46
S13_2002_0930_04:44:31    7 103  51307    62  53.59 260.86  63.42 325.23  21.83
S13_2002_0930_17:01:11   10 106  51734    46  68.93  38.00  64.76 118.08  20.29
S13_2002_1001_08:34:45   11 104  52041    75  66.37 181.79  61.91 239.39  19.92
S13_2002_1001_10:00:53    5  94  49509   102  64.52 192.92  61.31 248.62  21.91
S13_2002_1001_21:40:38    4  87  51957    80  75.60  34.35  71.42 121.14   1.14
S13_2002_1005_14:14:54    7 102  47510    76  66.43 105.57  61.08 177.99  21.66
S13_2002_1006_16:26:43    7  96  52186    47  70.03  83.77  64.93 158.03  22.38
S13_2002_1007_07:43:53    6  99  50979   138  63.37 213.99  63.74 266.13  20.94
S13_2002_1007_22:32:20   12 114  49632    76  57.15 320.73  60.76  48.09  21.12
S13_2002_1009_15:59:18   17 106  51947    52  70.48  24.74  66.89 108.75  18.65
S13_2002_1009_17:35:42    4  86  48536    45  67.67  92.25  62.55 165.54   0.09
S13_2002_1010_07:34:57   12 105  49310    73  69.30 179.06  64.77 235.47  18.78
S13_2002_1012_16:17:08    8 100  49942    39  70.80  62.22  65.98 139.32  21.01
S13_2002_1016_08:43:43   21  58  33711    34  61.28 254.82  70.00 313.72   1.11
S13_2002_1016_18:32:50    5  97  52134    88  68.79  40.10  64.56 119.71  21.97
S13_2002_1016_22:59:29   23 105  33450    29  66.66 336.66  67.87  68.21  22.89
S13_2002_1017_14:16:44   70  73  22432    58  71.59 149.67  65.68 213.15   0.17
S13_2002_1018_03:02:20    7  87  36861    64  56.77 301.10  64.61  26.03   0.23
S13_2002_1018_17:18:08   23 104  36629    40  72.01  48.11  67.46 128.30  21.33
S13_2002_1019_19:05:41   12 107  49906    47  66.25 353.48  65.10  81.30  19.93
S13_2002_1019_20:54:25    6  87  42398    38  70.00  30.45  66.13 112.79  23.81
S13_2002_1020_11:12:19    9  89  42016    33  72.60 166.95  67.39 224.47  21.70
S13_2002_1021_02:19:27   11 110  35925    46  59.02 278.91  69.52 353.36  21.30
S13_2002_1021_16:18:56   14  84  37767    18  76.01 103.70  70.17 175.40  23.50
S13_2002_1021_16:53:48   36  63  33083    32  73.70 143.73  67.77 207.35   2.20
S13_2002_1022_07:24:03   17  76  30574    14  62.52 243.72  69.16 297.67  22.84
WIC_2002_1022_08:23:29  166  63  19184  1345  62.06 243.83  68.74 298.12  23.80
WIC_2002_1022_19:22:32   11 142  45850  4988  68.35  51.29  63.83 128.83  23.37
WIC_2002_1022_20:03:34   23 156  42429  4762  71.41  25.14  67.80 109.88  22.78
WIC_2002_1023_10:58:28   29 116  38053  4179  69.31 204.91  68.11 253.90  23.43
WIC_2002_1024_01:22:37   30 183  36789  7942  58.73 293.04  67.92  15.55  21.78
WIC_2002_1024_11:18:01   25 173  52276 14865  67.59 113.26  62.01 184.93  19.20
WIC_2002_1024_13:58:03    7 161  46427 20452  65.48 109.03  60.06 181.30  21.83
WIC_2002_1024_16:40:06   94 221  27120 22230  64.15  46.57  59.78 122.96  20.36
WIC_2002_1025_04:53:01   13 121  43072  7015  55.50 281.68  66.04 357.57   0.25
WIC_2002_1025_20:29:00   55 107  33443  5935  69.25  64.29  64.47 140.45   1.22
WIC_2002_1026_09:18:51   18 143  43258 11663  67.83 196.62  65.30 249.05  21.41
WIC_2002_1027_00:11:49   22 174  39262  5001  63.92 306.58  70.62  36.10  21.92
WIC_2002_1028_03:58:47    7 104  43429  4547  59.33 307.64  65.85  35.02   1.81
WIC_2002_1028_04:58:17   18 131  37029  8411  57.17 267.98  67.58 335.51  22.88
WIC_2002_1028_18:35:23   28 162  41237  7504  72.12  24.56  68.54 110.11  21.34
WIC_2002_1028_20:13:50   55 151  27794  3971  66.54  27.31  62.78 107.95  22.80
WIC_2002_1029_09:48:55   42 138  33970  7784  67.70 190.11  64.28 244.43  21.62
WIC_2002_1030_01:00:25   62 172  24303  2259  59.84 309.62  65.95  37.55  22.84
WIC_2002_1030_14:15:02   53 154  34221  4226  71.48 107.58  65.88 179.29  22.00
WIC_2002_1031_05:40:55   73  77  21729  9367  52.71 269.23  63.36 337.97  23.81
WIC_2002_1031_16:50:25    9 140  46060  9293  69.80  74.40  64.85 149.57  22.30
WIC_2002_1031_19:11:59   48 148  29775 10933  68.59  41.09  64.33 120.40  22.61
WIC_2002_1101_09:32:18   64 100  28705  4046  67.06 216.24  67.89 265.16  22.73
WIC_2002_1101_23:42:23   28 174  29366  5130  59.74 319.50  63.78  48.04  22.20
WIC_2002_1102_10:39:35   18  98  49322  9707  64.64 215.45  65.31 266.49  23.99
WIC_2002_1102_13:56:34   38 148  29329  4004  65.99 117.18  60.33 188.75  22.37
WIC_2002_1103_04:10:47   34 199  29290  6060  57.73 238.21  63.33 293.83  19.28
WIC_2002_1103_16:34:14   26 101  43265 10452  66.85 117.29  61.18 188.70   0.66
WIC_2002_1103_17:37:51   29 124  36261 13287  65.51  75.75  60.72 149.80  23.06
WIC_2002_1104_07:41:51   17 127  37529  6546  66.38 221.10  68.18 270.07  21.35
WIC_2002_1104_19:18:04   20 102  50134  7593  66.31  78.17  61.46 152.21   0.82
WIC_2002_1104_22:02:16   27 149  36714 10193  63.43 348.58  62.69  75.43  22.38
WIC_2002_1105_11:12:56   13 136  43556  6908  74.64 152.18  68.91 212.55  21.02
WIC_2002_1106_04:29:48  189  61  14970  3193  54.04 275.78  64.83 348.17  23.23
S13_2002_1106_17:01:39   32  60  34358    23  71.43 114.91  65.70 185.62   0.88
WIC_2002_1107_07:24:13   53  70  33112  4847  55.97 253.17  64.59 313.58  23.98
WIC_2002_1107_21:32:27   51 145  33938  5800  65.31 354.81  63.94  81.62  22.29
WIC_2002_1107_22:36:02   98 156  23029  3699  64.80 340.23  65.34  69.67  22.53
WIC_2002_1108_11:38:38   54 106  35022  6568  72.22 178.52  67.82 232.59  22.86
WIC_2002_1109_01:59:13   47  94  34093  4142  67.18 325.90  70.22  59.25   1.30
WIC_2002_1109_03:15:06   83 139  20657  3132  59.58 276.97  70.10 350.14  22.05
WIC_2002_1109_15:59:18   59 107  35993  1439  74.05 112.66  68.23 183.06  23.75
WIC_2002_1109_16:42:23   84  98  29584  1464  74.46 109.74  68.65 180.57   0.24
WIC_2002_1110_05:45:01   38  70  39446 14080  51.88 277.51  62.73 350.84   0.77
WIC_2002_1110_18:16:52   30 107  48131  3448  72.59  81.50  67.35 156.58   0.10
WIC_2002_1111_10:18:07   41 116  38847  6028  70.85 181.60  66.66 235.94  21.61
WIC_2002_1113_06:07:27   59  44  29359  2061  54.56 272.40  65.29 342.80   0.63
WIC_2002_1113_19:10:12   39 115  39285  3823  70.29  45.81  65.87 125.31  22.85
WIC_2002_1113_20:13:50   72  97  30609  6569  72.07  46.11  67.58 126.74  23.97
WIC_2002_1115_00:14:19   46  89  34721  5361  66.89 346.93  66.60  76.71   0.57
WIC_2002_1115_13:56:07   46 100  38825  4520  72.65 139.81  66.68 205.15  23.51
WIC_2002_1116_19:29:06   79  77  29721  3073  71.43  70.38  66.44 146.59   0.55
WIC_2002_1117_20:45:31   23  89  49194  4954  71.93  63.48  67.03 140.92   1.40
WIC_2002_1117_23:56:29   70  61  29811  5911  65.39   2.21  63.26  87.42   0.97
WIC_2002_1118_11:26:58   30  99  47616  4620  69.63 174.59  64.75 232.13  22.63
WIC_2002_1118_13:44:33   70  81  33814  6932  68.70 149.72  62.65 214.89  23.98
WIC_2002_1119_16:02:40   39  89  47018  5470  71.72 124.15  65.84 193.27   0.47
WIC_2002_1119_18:44:53   92  64  28515  3764  67.38  75.46  62.53 149.92   0.04
WIC_2002_1120_09:05:51   94  33  27472  2039  62.51 232.90  66.88 284.96  23.68
WIC_2002_1120_17:17:10   24  83  52149  9653  68.50 117.37  62.80 188.44   1.25
WIC_2002_1120_20:13:49   16  83  48171 17815  60.21  48.19  55.79 123.15  23.68
WIC_2002_1120_22:17:02   32  95  36963  5835  67.21   3.29  65.09  89.63  23.46
WIC_2002_1121_09:02:23   15 101  51682  7962  71.29 206.14  71.26 253.36  21.52
WIC_2002_1121_11:11:48   42  57  45089 11675  58.67 210.61  58.31 266.00   0.61
WIC_2002_1121_14:04:15  109 120  21488 18064  66.84 105.78  61.46 178.16  21.84
WIC_2002_1122_02:24:10   21 117  39451  9583  52.16 279.41  62.95 353.80  21.32
WIC_2002_1122_03:29:52   31 106  30498  3268  53.79 267.95  64.32 335.90  21.31
WIC_2002_1122_13:54:44   21 132  50990 10369  73.67  77.28  68.42 153.31  20.04
WIC_2002_1122_15:55:55   37  76  43708 10665  70.02 133.90  64.03 201.92   0.95
WIC_2002_1122_17:11:54   45 145  35240  8046  67.09  32.64  63.12 112.60  20.10
WIC_2002_1123_06:02:37   26  84  44337  3590  64.54 257.42  73.45 315.90  22.75
WIC_2002_1123_07:28:52   43 133  34821  7120  69.28 188.36  65.72 241.95  19.31
WIC_2002_1123_19:03:35   17 150  49266  5731  67.98 341.10  68.55  73.05  19.18
WIC_2002_1123_21:45:51   35 120  34392  6361  66.45 344.24  66.50  74.21  21.90
WIC_2002_1124_10:32:29   25 102  44161  5476  73.72 177.89  69.35 230.59  21.52
WIC_2002_1124_12:31:36   73  85  29495  4658  72.76 154.86  67.03 216.03  22.78
WIC_2002_1125_01:59:21   33 111  36335  1959  61.82 286.73  71.63   6.65  21.70
WIC_2002_1125_12:38:39   18 103  51712  7479  66.32 139.96  60.15 208.29  22.40
WIC_2002_1125_15:12:43   21 101  43050  8330  69.39 101.71  64.01 174.26  22.51
WIC_2002_1125_17:38:30  115  96  22157  2237  68.28  57.95  63.64 134.53  21.94
WIC_2002_1126_06:21:08   40  51  37114  2654  56.49 261.63  66.34 325.72  23.73
WIC_2002_1126_07:14:31   67  39  29302  1999  60.46 247.62  67.95 304.02  23.20
WIC_2002_1126_18:34:59   35  88  47995  5066  69.09  74.67  64.17 149.63  23.81
WIC_2002_1126_21:56:15   87 168  23874  2586  61.27 320.66  65.14  49.98  20.43
WIC_2002_1127_07:46:20   17  97  50985 11333  66.57 220.24  68.19 269.13  21.39
WIC_2002_1127_08:58:15   38  65  47473  4728  57.21 227.15  60.37 282.18  23.38
WIC_2002_1127_11:40:30   62  74  29620  6934  67.19 164.84  61.50 226.83  22.53
WIC_2002_1128_01:49:26   63  52  30450  8581  61.79 321.88  65.44  51.47   0.48
WIC_2002_1128_13:28:29   37  87  47325  4474  72.53 157.46  66.87 218.02  23.92
WIC_2002_1128_16:49:44  160  38  21844  2866  71.00 103.02  65.51 175.34  23.92
WIC_2002_1129_05:09:52   30  85  39627  6533  58.22 253.45  66.83 313.11  21.57
WIC_2002_1129_06:09:25   54 116  31716  2298  67.65 216.64  68.54 264.95  19.46
WIC_2002_1129_17:40:12   14  97  48337  7874  70.96  72.75  65.97 148.48  22.87
WIC_2002_1129_20:08:07   64  83  33996  3243  70.46  38.25  66.27 119.31  23.26
WIC_2002_1130_08:03:34   28  83  47771  4959  62.90 224.51  65.46 276.09  22.12
WIC_2002_1130_10:23:16   67  64  33830  9527  66.20 195.59  63.45 249.52  22.60
WIC_2002_1201_00:50:45   79  42  31813  3497  65.14 354.37  63.81  81.16   1.37
WIC_2002_1201_01:27:42  104  34  25452  8139  62.55 326.56  65.32  56.33   0.38
WIC_2002_1201_11:22:00   15 116  51070  7240  64.48 137.48  58.28 206.84  20.83
WIC_2002_1201_13:19:07   33  79  44247  7044  70.19 161.72  64.57 222.76   0.07
WIC_2002_1201_14:02:15   18 107  40026  5253  72.91 107.64  67.23 179.12  21.85
WIC_2002_1201_15:05:56   65 155  31627  4849  71.95  41.43  67.61 122.93  18.99
WIC_2002_1202_04:17:28   33  84  39888  3524  61.90 267.43  72.03 333.68  21.96
WIC_2002_1202_16:19:08   17  96  49943  6303  70.79  93.68  65.48 167.02  22.91
WIC_2002_1202_18:26:31   18 103  40424  3784  71.54  43.50  67.15 124.29  21.94
WIC_2002_1202_19:48:41   64  69  29211  3181  68.34  41.97  64.05 120.98  23.03
WIC_2002_1203_09:12:36   59  60  36625  4084  63.97 215.42  64.63 266.96  22.57
WIC_2002_1204_12:02:30   30 104  46343  2860  73.92 145.33  68.02 208.35  21.69
WIC_2002_1204_13:34:58   34 102  37326 12555  70.82 113.77  65.13 184.78  21.79
WIC_2002_1205_02:46:36   35  67  43919  4304  65.05 321.07  68.95  52.83   1.56
WIC_2002_1205_03:25:38    9  97  40059  3418  63.24 265.91  73.18 330.66  20.79
WIC_2002_1205_16:14:41   28  94  47424  3466  68.25  88.44  63.16 162.04  22.50
WIC_2002_1206_07:02:55   36  62  44898  4856  57.74 247.98  65.37 305.86  23.10
WIC_2002_1206_22:19:57   39  84  38628  5134  68.05 359.00  66.39  87.04  23.19
WIC_2002_1207_10:54:39   35  81  47542 11962  65.70 184.10  61.44 241.45  22.60
WIC_2002_1207_12:45:37   47  72  37197  4363  70.54 161.67  64.94 222.47  23.42
WIC_2002_1207_13:47:14  102  50  27983  3197  70.86 147.82  64.90 212.25  23.80
WIC_2002_1208_04:06:46   52  63  26980  3281  53.85 259.23  63.46 322.79  20.99
WIC_2002_1208_14:50:33   21  88  49372  3459  69.55 128.69  63.62 197.84  23.75
WIC_2002_1208_16:55:55   43  81  39306  6117  68.70  85.28  63.64 159.19  22.87
WIC_2002_1209_08:25:19   91  44  28633  2158  66.02 221.88  67.98 271.12  22.09
WIC_2002_1209_22:34:37   55  99  29426  3838  68.99 331.58  71.07  66.15  22.01
WIC_2002_1210_10:38:36   39  81  45053  3840  71.05 200.42  69.18 248.79  22.78
WIC_2002_1211_16:35:55   83  69  35547  1679  73.63 127.44  67.67 195.08   0.96
WIC_2002_1214_02:00:41   38 110  31319  1732  58.13 268.80  68.55 336.70  19.55
WIC_2002_1214_15:22:51   71  66  38443  4209  70.27 150.03  64.32 214.25   1.24
WIC_2002_1214_16:10:06   52  74  32027  3094  66.86  86.36  61.87 159.95  22.24
WIC_2002_1215_06:46:15   70  51  28390  2087  62.14 231.19  66.14 283.40  21.25
WIC_2002_1215_15:39:10   25 102  52402  3785  72.72 117.66  66.89 187.57  23.66
WIC_2002_1215_19:49:57   69  73  38537  5009  72.14  80.67  66.94 155.74   1.25
WIC_2002_1216_08:12:31   35  65  48253  5047  60.00 253.44  68.55 312.32   0.60
WIC_2002_1216_11:03:07   97  62  30251  2065  73.82 199.76  71.88 244.83  22.92
WIC_2002_1217_15:44:41  106  60  27919  1744  75.03 116.47  69.11 185.81  23.61
WIC_2002_1219_07:26:47   58  66  47977  9232  55.40 259.86  65.06 323.33   0.58
WIC_2002_1219_08:36:40   32  69  42494  7366  59.26 229.92  63.03 283.88  23.05
WIC_2002_1219_10:11:13  117  16  30499  6049  58.46 229.26  62.08 283.66   0.55
WIC_2002_1219_23:15:02   48  69  39963  3504  63.94 356.09  62.33  81.67  23.62
WIC_2002_1220_00:18:45   88  40  31520  2775  63.35 352.50  62.11  78.48   0.46
WIC_2002_1220_11:58:17   42  86  47750  3369  72.28 172.36  67.40 228.41  22.83
WIC_2002_1220_14:24:14   65 118  32813  8257  73.53  69.37  68.42 146.64  19.90
WIC_2002_1221_03:42:27   24  63  40010 10243  54.18 276.60  64.96 349.47  22.21
WIC_2002_1221_15:07:36   69  75  51349  6419  68.65 143.59  62.57 210.21   0.73
WIC_2002_1221_17:15:05   60  73  44079  5567  69.35  80.80  64.32 155.22  22.79
WIC_2002_1222_08:51:03   48  67  34958  2232  69.95 209.50  69.52 256.76  21.44
WIC_2002_1222_23:11:00   49  90  34112  1770  63.77 322.18  67.43  52.99  21.62
WIC_2002_1223_10:17:42   19  64  50356  6810  64.95 212.53  65.05 263.75  23.30
WIC_2002_1223_11:56:23    8 104  44121 10034  70.49 115.06  64.79 185.97  19.93
WIC_2002_1223_14:38:44   86  38  21087  7744  64.34 101.52  59.14 174.25  21.93
WIC_2002_1224_03:38:36   50  35  34153  4558  54.42 284.47  64.80   1.81  22.94
WIC_2002_1224_14:16:33   69  80  51370  8591  69.67 139.85  63.62 206.81  23.77
S13_2002_1224_15:59:22   25  57  46128    29  75.47  92.64  69.82 166.49  22.47
WIC_2002_1224_17:40:07   86  50  35615  6270  70.42  97.14  65.07 170.12   0.12
WIC_2002_1225_07:23:06   44  54  39662  3168  59.13 235.04  64.02 289.48  22.21
WIC_2002_1225_08:49:26   59  62  27258  1628  67.64 183.32  63.42 239.66  20.25
WIC_2002_1225_18:40:09   46  97  51494  4368  74.35  62.47  69.32 141.46  23.11
WIC_2002_1226_09:49:33   40  94  49350  4881  72.55 167.92  67.39 225.17  20.23
WIC_2002_1227_01:27:44   42  64  43452  6139  62.61 333.02  64.20  62.12   0.53
WIC_2002_1227_02:41:45   22  86  35093  3153  59.82 265.94  69.96 331.70  19.86
WIC_2002_1227_03:33:09   49 101  26937  9814  59.13 238.15  64.70 293.00  18.23
WIC_2002_1231_04:59:16   16  52  44014  4877  59.62 275.01  70.15 346.86  23.36
WIC_2002_1231_20:47:53   99  44  33010  2623  71.71  49.09  67.14 128.90   0.28
WIC_2003_0101_07:17:45   45  69  51395  4818  60.21 250.18  68.18 307.63  23.27
WIC_2003_0101_08:58:33   80  59  46310  2992  63.57 234.09  68.17 285.48  23.39
WIC_2003_0102_00:28:41   23  74  39199  3900  64.30 306.44  71.01  36.18  21.72
WIC_2003_0102_14:40:40    6  59  39418  2829  74.13 155.50  68.48 215.30   0.62
WIC_2003_0103_05:29:44   71  19  35003  1459  55.33 268.59  65.85 336.72  23.23
WIC_2003_0103_15:34:57   12  92  52204 13675  70.11 129.59  64.17 198.37   0.21
WIC_2003_0104_08:48:01   48  67  42982  1125  63.71 248.82  71.28 303.63   0.41
WIC_2003_0105_13:01:55   94  62  44239  2671  68.93 196.31  66.40 247.90   1.16
WIC_2003_0107_05:41:01   67  60  51273  4357  58.83 268.79  69.22 336.56  23.39
WIC_2003_0109_02:14:44   51  64  45145   944  62.67 326.93  65.38  56.74   0.94
WIC_2003_0112_12:47:37   33  98  52377  3166  72.56 166.35  67.31 224.10  23.24
S13_2003_0113_04:44:50   68  81  49517    37  50.56 263.42  60.76 329.49  21.83
