Inst.  Date     Time      X   Y  Dist. Counts   Geog.Pos.    Geomag.Pos.    MLT
WIC_2003_0113_21:29:20   42  65  36525  3033  72.29  62.23  67.39 140.07   1.64
WIC_2003_0114_21:45:01   16  81  52361  1917  74.01  45.03  69.47 127.45   1.05
WIC_2003_0115_09:31:15   45  67  49092  5164  60.02 240.66  66.12 295.46   0.43
S13_2003_0117_05:57:22   88  76  52321    21  58.59 278.81  69.11 353.18   0.71
S13_2003_0119_13:39:00   52  87  50493    31  70.61 151.39  64.69 215.05  23.49
WIC_2003_0120_07:08:57   55  49  50540  4327  58.63 239.15  64.43 294.45  22.05
WIC_2003_0120_10:01:48   97  57  36627  5162  72.27 199.26  70.25 246.54  21.62
WIC_2003_0121_00:14:13   55  43  36826  4756  65.86 322.26  69.54  54.63  22.63
WIC_2003_0121_10:52:38   38  51  51876  4134  67.90 185.83  63.98 241.24  22.13
WIC_2003_0121_14:24:35   68  66  37281  4612  72.00 124.14  66.11 193.17  22.75
WIC_2003_0122_04:10:16   67  38  40575  3083  57.85 300.65  65.76  25.79   0.91
S13_2003_0122_05:28:27  148  11  30080    42  52.32 274.35  63.17 345.93  23.66
WIC_2003_0122_16:58:21   21  50  47814  6308  68.68  73.07  63.80 148.07  21.89
WIC_2003_0123_09:26:37  106  37  34615  3724  62.44 229.36  66.04 281.27  23.34
WIC_2003_0123_20:15:22   41  74  51166  5296  72.17  48.74  67.60 128.93  23.68
WIC_2003_0123_23:16:27   47  46  37788  7432  61.59 322.31  65.14  51.76  21.50
WIC_2003_0124_00:03:46   84   9  31156  6471  59.06 326.83  61.54  54.67  22.46
WIC_2003_0124_08:30:31   12  71  52145  4725  58.64 259.99  68.21 322.60   1.22
WIC_2003_0124_09:05:32   58  56  52440  9506  62.23 231.41  66.28 283.56  23.16
WIC_2003_0124_14:36:48  150  31  27956  3078  69.85 157.98  64.07 220.31   0.72
WIC_2003_0125_00:32:06   41  56  51504  4445  57.96 316.52  62.55  44.22  22.24
WIC_2003_0125_02:10:53   53  47  46709  5531  59.75 308.55  66.09  36.27  23.44
WIC_2003_0125_04:49:18  197  12  28217  6279  58.86 310.83  64.70  38.49   2.43
WIC_2003_0125_16:37:46   15  60  45756  6916  69.59  89.98  64.41 163.59  22.61
WIC_2003_0126_03:59:28   24  38  52435  3144  58.04 282.00  68.44 358.34  22.87
WIC_2003_0126_08:02:19  103  22  38986  6780  60.29 237.88  65.78 292.01  22.73
WIC_2003_0126_19:28:07   32  80  51077  5034  73.68  34.84  69.55 119.39  22.28
WIC_2003_0126_22:06:35   67  52  40083  2097  70.62  15.34  67.62 101.74  23.68
WIC_2003_0127_23:07:51   26  76  52211  4174  69.78  15.64  66.74 101.20   0.65
WIC_2003_0128_00:34:18   42  46  49491  5777  58.42 312.76  63.84  40.44  22.02
WIC_2003_0128_02:31:36   57  27  40394  5252  57.60 303.96  64.87  29.91  23.39
WIC_2003_0129_06:03:09   51  33  45617  6369  59.95 264.06  69.91 328.61  23.09
WIC_2003_0129_07:06:57   88  42  39558  4898  63.46 238.15  68.92 290.19  21.66
WIC_2003_0129_19:11:52   36  53  49694  5934  65.64  56.13  61.09 131.93  22.86
WIC_2003_0130_08:26:46   36  68  51780  4441  57.54 256.08  66.60 317.14   0.75
WIC_2003_0130_10:59:04   64  66  43225 12962  63.46 214.57  63.95 266.58  23.85
WIC_2003_0130_23:55:27   28  56  48886  4467  65.06 348.27  64.48  76.32  23.77
WIC_2003_0131_10:40:08   56  72  51290  3944  72.56 200.91  70.78 247.32  22.23
WIC_2003_0131_13:57:42   56  60  49493  5108  70.64 141.91  64.62 207.91  23.23
WIC_2003_0131_15:15:54   24  64  44210  6551  75.78  60.27  70.70 140.72  19.91
WIC_2003_0201_02:27:19   26  56  52394  3638  59.95 302.12  67.56  28.47  23.22
WIC_2003_0201_06:05:28   56  31  40773  2594  61.51 267.08  71.64 333.18  23.42
WIC_2003_0201_16:19:17   37  75  52446  4216  72.93 101.90  67.34 174.22  23.02
WIC_2003_0201_19:32:44   47  54  45134  7195  71.45  54.64  66.76 133.29  23.29
WIC_2003_0201_22:00:53  194   9  26309  5438  65.49  32.25  61.51 111.39   0.24
WIC_2003_0202_06:52:24   48  62  52412  4202  47.99 266.76  58.55 334.64   0.35
WIC_2003_0202_10:03:47   66  49  43674 10958  55.71 235.48  60.72 291.76   0.56
WIC_2003_0202_21:21:24   35  61  52282  5292  66.26  23.88  62.65 105.01  23.17
WIC_2003_0202_23:04:18   26  44  48930  9641  60.06 340.64  60.13  67.03  22.33
WIC_2003_0203_12:58:19   22  78  49926  6720  68.75 149.79  62.71 214.91  22.61
WIC_2003_0203_17:07:17  227   1  21387 11236  69.88  90.64  64.68 164.21  23.07
WIC_2003_0203_20:37:46  190  57  35021  5106 -62.81  63.98 -67.40 100.19  22.14
WIC_2003_0204_02:19:25   44  69  51752  6711  62.57 345.51  62.16  72.43   2.01
WIC_2003_0204_18:16:55   50  69  46973  9515  70.19  73.03  65.24 148.47  23.10
WIC_2003_0204_20:01:52   52  42  36945  8480  69.09  16.52  65.98 101.28  21.63
WIC_2003_0205_08:39:46   63  52  46423  5098  62.86 231.61  66.94 283.33  22.66
WIC_2003_0205_23:02:36   55  82  45759  2659  71.49  34.52  67.42 117.16   1.65
WIC_2003_0206_11:32:14   41  85  51296  2426  63.70 216.43  64.57 268.02   0.51
WIC_2003_0206_13:27:30   57  63  44888  5544  67.40 163.61  61.67 225.81  23.85
WIC_2003_0206_15:47:24  169  32  27265  6055  67.89 132.77  61.87 201.83   0.38
WIC_2003_0206_19:48:45  195  47  35176 10501 -55.05  71.36 -63.23 118.03  22.54
WIC_2003_0207_18:50:12   74  49  39554  6226  66.67  65.49  61.97 140.65  23.11
WIC_2003_0208_07:50:43   83  68  46347  4686  56.53 268.20  66.98 335.95   1.38
WIC_2003_0208_22:19:43   60  73  45191  4218  67.75  41.85  63.47 120.56   1.19
WIC_2003_0209_12:07:34   60  79  47129  4896  66.86 200.32  64.86 252.57   0.12
WIC_2003_0210_02:48:55   73  86  45088  4346  63.14 352.88  61.83  78.63   2.96
WIC_2003_0210_17:59:05   66  55  39663  6794  69.35  72.84  64.44 148.05  22.81
WIC_2003_0210_22:04:33  113  53  20940  5624 -62.10  54.78 -64.89  93.30  23.13
WIC_2003_0211_07:09:52   76  48  45644  8295  54.73 254.64  63.62 316.02  23.36
WIC_2003_0211_23:03:14  104  64  35037  1867  69.74  25.23  66.12 108.52   1.11
WIC_2003_0212_09:54:05   48  83  51235  3705  61.23 229.63  64.91 282.38  23.72
WIC_2003_0212_10:43:29   45  80  49167  3990  64.52 213.03  64.71 264.49  23.36
WIC_2003_0212_11:59:38   40  74  43819  3984  73.84 161.27  68.41 219.49  21.74
WIC_2003_0212_17:17:06  155  18  27071  6626 -54.21  97.59 -67.34 152.66  22.45
WIC_2003_0213_04:07:22  166   0  29629  1607  55.20 295.00  64.18  17.44   0.26
WIC_2003_0213_13:31:48   24  91  52303  6300  73.95 139.50  67.99 204.07  22.43
WIC_2003_0214_03:56:40   41  62  52156  5231  56.63 285.26  66.84   3.32  23.14
WIC_2003_0219_14:41:55   49  82  44265  2989  69.60 129.08  63.66 198.15  23.15
WIC_2003_0219_19:28:33   93   0  19790  9469 -57.36  71.71 -65.14 115.60  22.11
WIC_2003_0220_05:02:36   71  54  43675  2933  54.96 272.77  65.68 343.38  22.95
WIC_2003_0220_19:50:01   40  85  40357  2900  74.27  46.88  69.66 129.11  23.37
WIC_2003_0222_01:18:41  119  48  32513  2566  64.23 327.86  66.84  58.65   0.09
WIC_2003_0222_14:08:48   51 106  42724  3405  72.62 164.72  67.29 222.95   0.27
WIC_2003_0223_04:43:51   73  53  40583  2511  55.87 276.46  66.57 349.27  23.02
WIC_2003_0224_10:32:59  140  70  29557  2474  68.97 201.89  67.28 251.96  22.31
WIC_2003_0224_23:47:47   64  58  38050  2601  64.09 320.49  68.09  51.56  22.12
WIC_2003_0225_13:00:30   43  92  44361  1841  71.64 139.91  65.65 205.82  21.90
WIC_2003_0225_14:57:45   98  69  30072  4481  74.14 103.70  68.44 175.63  21.84
WIC_2003_0225_18:15:51  125  91  25592  3273 -55.11 107.85 -69.36 168.04   0.47
WIC_2003_0226_04:35:09  120  54  35543  1639  57.90 280.28  68.40 355.54  23.30
WIC_2003_0226_18:08:25   38  84  40483  4091  71.51  54.10  66.83 132.88  22.01
WIC_2003_0227_07:49:54   37  84  43695  2276  69.25 198.52  67.06 249.21  19.53
WIC_2003_0227_22:08:25   57  93  43278  1872  66.55  19.63  63.18 101.82  23.87
WIC_2003_0227_22:55:44   71  60  38260  7016  62.34 337.88  63.08  66.06  22.26
WIC_2003_0228_17:09:21   77  96  22313 12688 -54.22 127.88 -68.52 201.98   1.63
WIC_2003_0301_02:16:35   53  69  44997  2353  58.98 288.63  68.74   8.98  21.84
WIC_2003_0301_18:52:52  169  70  27036  9014  70.25  67.55  65.38 143.68  23.49
WIC_2003_0302_06:24:43   67  94  46525  1271  59.71 258.82  69.08 320.43  22.85
WIC_2003_0302_21:44:52   59 132  40619  2879  70.53  62.87  65.71 139.76   2.05
WIC_2003_0303_12:50:37   85  80  34177  2380  69.86 142.12  63.82 208.49  21.86
WIC_2003_0303_16:04:37    5  25  19105  9542 -51.59 130.31 -65.43 205.53   0.77
WIC_2003_0304_02:07:20   76  63  41203  3440  53.51 306.10  60.27  31.23  23.19
WIC_2003_0305_20:02:51   44  99  45453  1928  69.66  27.31  65.93 110.07  22.42
WIC_2003_0305_22:47:22  201  18  23856  9182  64.01 345.74  63.69  73.56  22.69
WIC_2003_0306_11:37:19  104 148  37297  8395  63.67 222.67  65.82 273.76   0.88
WIC_2003_0307_01:24:48   53  72  40403  3144  61.31 302.30  68.86  29.29  22.35
WIC_2003_0307_19:40:19   20  60  18603  7285 -56.72  80.10 -66.44 125.96  23.13
WIC_2003_0308_06:52:52  169 108  32658  3612  56.60 269.51  67.12 338.04   0.51
WIC_2003_0308_21:42:00  173  70  26793 14127  67.52  17.79  64.29 101.04  23.48
WIC_2003_0310_15:35:06   93  90  34639  7074  68.45 102.51  63.09 175.04  22.27
WIC_2003_0311_05:01:55   92  96  40475  1470  54.27 280.88  64.91 356.22  23.85
WIC_2003_0311_05:49:13  140  85  34616  7990  55.75 266.69  66.13 333.68  23.15
WIC_2003_0312_10:25:36  127 122  33391  2706  68.07 211.01  67.91 259.87  22.73
WIC_2003_0313_00:21:09  104  85  35964  4733  63.58 332.08  65.40  61.94  23.51
WIC_2003_0313_13:49:57   60 126  41290  2177  68.65 159.50  62.84 222.14  23.81
WIC_2003_0314_04:12:12   86  96  40404  2644  56.06 288.31  65.97   7.91  23.82
WIC_2003_0314_17:55:22   51 104  43479  1817  68.51  67.96  63.71 143.44  22.61
WIC_2003_0315_10:08:36  156  88  28002  9654  68.00 191.18  64.73 244.98  21.47
WIC_2003_0316_14:26:16  147 113  29763  7798  67.16 142.82  61.01 210.26  23.58
WIC_2003_0317_02:51:15   69  87  43472  1560  58.24 291.49  67.67  13.13  22.83
WIC_2003_0317_18:06:52   80  91  36734  2975  69.68  45.05  65.29 124.31  21.56
WIC_2003_0318_06:58:32   71  99  45254  1793  58.27 241.09  64.49 296.94  21.89
WIC_2003_0318_07:54:02   97 139  39954  4746  54.65 258.59  64.15 321.66   0.45
S13_2003_0318_22:16:10   82 146  38815     3  72.83  11.81  70.11 101.49   0.16
S13_2003_0319_12:46:30   94 199  37040     8  67.84 208.88  67.30 258.37   1.09
S13_2003_0320_16:41:18   66 165  40912     6  68.97 121.69  63.17 192.10   0.52
S13_2003_0321_07:44:28  155 181  34922    11  56.13 264.54  66.31 330.27   0.88
S13_2003_0321_21:21:17   83 147  39598    12  70.91  30.87  67.01 113.85   0.11
S13_2003_0322_12:10:02  112 175  35254    15  68.79 195.04  66.08 247.10  23.69
S13_2003_0323_01:32:25   75 139  41420     1  63.61 327.84  66.19  58.19   0.54
S13_2003_0323_17:16:38  148 153  29350    25  69.96  99.61  64.59 172.34  23.89
S13_2003_0324_05:53:47   86 130  42088     3  58.07 258.79  67.50 320.97  22.43
S13_2003_0324_06:45:11  150 197  36164    11  55.51 286.17  65.68   4.57   2.19
S13_2003_0324_20:26:01   46 129  40170     3  73.23  14.07  70.33 103.61  22.55
S13_2003_0327_05:12:36   91 141  41162     8  57.67 278.11  68.26 351.99  23.83
S13_2003_0327_06:24:32  195 181  31916    60  53.12 278.90  63.89 353.05   1.09
S13_2003_0327_19:28:19   58 147  40977     5  71.24  60.99  66.42 138.48  23.95
S13_2003_0329_15:04:44  126 195  34249    22  67.84 164.35  62.17 226.11   1.16
S13_2003_0330_03:54:05   92 121  43906     6  53.99 285.33  64.31   3.07  23.28
WIC_2003_0419_08:37:31   86 126  38962  5542  62.90 235.00  67.71 286.99  22.96
WIC_2003_0419_09:18:38  122 132  33558  5733  64.14 224.92  66.77 275.56  22.86
WIC_2003_0419_23:11:55  101  76  36426  6469  64.36 338.95  65.07  68.29  23.13
WIC_2003_0420_14:33:36  163 124  25668  4044  71.32 135.23  65.33 202.37  23.04
WIC_2003_0421_02:46:12   88  71  42515  3342  50.14 286.71  60.44   4.65  22.36
WIC_2003_0421_03:31:26  120  64  37500 11577  51.19 272.47  62.04 343.04  21.66
WIC_2003_0421_17:49:25   76  88  36986  7121  68.59  64.94  63.83 140.79  22.55
WIC_2003_0422_06:45:12   70  93  45100  2695  57.87 238.73  63.59 294.36  21.60
WIC_2003_0422_22:43:58  122 100  33306  7766  65.43   1.02  63.42  86.54  23.91
WIC_2003_0424_14:59:50   52 112  48053  4241  65.51 131.47  59.47 201.47  23.35
WIC_2003_0424_17:21:43  115 112  33903  6229  66.66  87.93  61.66 161.40  23.38
WIC_2003_0425_05:57:00   82 107  44926  4638  51.72 258.15  61.21 321.73  22.65
WIC_2003_0427_16:00:58   70 117  37978  9733  69.68 115.22  64.00 186.29  23.37
WIC_2003_0428_04:54:50   80  95  45885  3663  51.72 261.75  61.70 326.89  21.98
WIC_2003_0429_23:08:20   65  76  47773  3261  58.13 329.55  59.98  56.67  22.36
WIC_2003_0430_01:13:47  128  60  35801  7023  54.56 297.12  63.18  20.18  21.95
WIC_2003_0430_14:26:12   42  89  42831  8163  71.75 104.27  66.20 176.38  21.16
WIC_2003_0501_04:13:36   81  86  45184  3115  51.00 262.33  61.06 327.85  21.37
WIC_2003_0501_20:10:35  108 129  33718  7736  67.63  52.64  63.11 129.65   0.33
WIC_2003_0502_08:37:49   53 122  45485  3696  64.39 222.52  66.50 273.07  22.07
WIC_2003_0502_11:28:29  221 162  22496 14156  67.98 187.72  64.28 242.53  22.77
WIC_2003_0504_03:01:53   65 105  46829  2831  57.86 288.45  67.69   8.47  22.90
WIC_2003_0504_04:36:30  101 122  37751  4003  57.56 275.37  68.20 347.50  23.06
WIC_2003_0505_23:43:56  120  80  34347  5827  58.37 322.49  61.70  50.31  22.55
WIC_2003_0506_13:47:57   80 147  35727  4748  69.44 164.91  63.91 225.51  23.85
WIC_2003_0507_01:36:11   51  95  49050  2749  54.55 294.41  63.64  16.46  22.08
WIC_2003_0507_02:48:11   69  88  43907  4653  56.96 274.29  67.62 345.75  21.17
WIC_2003_0507_04:06:22  134  90  35116  7203  53.74 260.75  63.56 325.03  21.06
WIC_2003_0507_17:29:15   51 123  41281  5581  66.86  81.83  61.94 155.72  23.18
WIC_2003_0508_07:49:46   66 122  40580  4713  60.67 221.45  62.58 274.63  21.38
WIC_2003_0508_09:07:55  130 157  29997  6511  64.23 221.26  66.09 272.01  22.50
WIC_2003_0509_12:32:53   71 147  38857  6418  66.15 172.86  60.88 233.15  23.17
WIC_2003_0510_00:43:49   43 111  49164  3605  59.63 313.99  64.83  42.31  22.99
WIC_2003_0510_02:53:27  106  60  38064 10831  52.93 255.85  62.05 318.23  19.42
WIC_2003_0510_16:59:37   66 103  38999  6734  70.39  62.50  65.59 139.37  21.45
WIC_2003_0510_18:09:33  127 113  29016 14255  71.66  55.59  66.94 134.19  22.55
WIC_2003_0511_07:05:49   93 143  39891  6721  57.74 239.95  63.72 295.86  22.06
WIC_2003_0511_08:23:58  133  66  28939 16053  67.82 171.02  62.54 230.88  19.03
WIC_2003_0511_21:53:10   96 123  35779  9923  65.10   4.53  62.74  89.02  23.34
WIC_2003_0512_12:32:18  106 100  32148  9358  68.68 126.74  62.78 196.50  20.72
WIC_2003_0512_13:05:13  130  57  26562 16524  72.47  85.68  67.18 160.17  18.81
WIC_2003_0513_00:57:44   62 105  44786  8121  58.33 299.38  66.48  24.27  22.01
WIC_2003_0513_17:15:40  111 145  29617  9692  70.67  87.79  65.47 161.74  23.29
WIC_2003_0514_04:20:52   52 130  49215  3687  53.53 265.44  63.87 332.07  21.77
WIC_2003_0514_07:34:17  162 150  28884 11471  61.95 227.98  65.26 280.19  21.49
WIC_2003_0515_11:36:37   89 178  33014  6880  67.95 200.55  66.02 251.87  23.52
WIC_2003_0516_00:45:19   72 101  41245  5187  56.63 298.40  64.99  22.44  21.69
WIC_2003_0517_04:39:29   66 147  44461  4259  56.58 268.56  67.05 336.53  22.37
WIC_2003_0519_00:08:36   92  81  39758  8941  55.06 287.39  65.12   6.34  20.05
WIC_2003_0520_05:10:49  117 182  35475  8283  55.00 272.97  65.72 343.69  23.36
WIC_2003_0520_19:31:40   70 168  34464  5652  71.87  66.79  66.91 143.70   0.67
S13_2003_0521_13:12:47    8 181  21753    62 -51.41 120.32 -65.74 190.01  20.89
WIC_2003_0522_00:07:15  126 169  33390  8681  59.16 337.36  59.68  63.85  23.86
WIC_2003_0522_13:51:06   57 163  37495  9586  70.99 142.81  64.99 208.41  22.69
WIC_2003_0523_02:33:14   62 154  46491  7067  56.68 292.74  65.98  14.59  22.84
WIC_2003_0524_04:40:43   40 177  52400  4072  52.48 274.61  63.33 346.34  23.04
WIC_2003_0524_07:02:46   60 183  46371  8065  55.09 245.07  62.17 303.29  22.49
S13_2003_0524_12:22:23    4 167  21727    15 -51.04 126.96 -65.05 200.35  20.79
WIC_2003_0524_22:39:53   79 128  38363  7598  62.77 329.28  65.04  58.93  22.12
WIC_2003_0525_18:08:06  189 183  35185  3130 -66.91  69.78 -71.50  97.71  20.08
WIC_2003_0526_01:49:14   70 130  46031  5817  53.16 280.40  63.87 355.40  20.87
WIC_2003_0526_08:04:24  158  93  32622  3890 -57.33 161.70 -66.56 254.37  20.25
WIC_2003_0527_04:27:45   42 163  51649  6477  53.62 262.03  63.60 326.94  21.52
WIC_2003_0527_09:15:54  205 211  22207  9997  67.57 207.21  66.73 257.29  21.63
WIC_2003_0528_12:13:05   61 179  37207  8128  67.88 163.41  62.17 225.41  22.30
WIC_2003_0528_16:06:17   82 223  23020  4345 -60.35  99.17 -73.38 147.37  20.78
WIC_2003_0528_18:15:56  184 208  42053  5262 -53.78  81.06 -64.13 130.61  22.42
WIC_2003_0529_00:57:25   66 128  46164  9683  53.69 286.04  63.94   4.12  20.66
WIC_2003_0529_17:48:45  165 175  26777 13992  64.53  59.87  59.96 134.93  22.16
WIC_2003_0530_20:02:48   46 154  44251  6637  64.28  15.46  61.06  97.10  22.10
WIC_2003_0601_05:13:20  138 199  19378  7551 -80.35 289.59 -64.77  11.22   1.22
WIC_2003_0601_08:00:01  218 171  43987  7630 -71.45 213.74 -66.35 325.65   0.92
WIC_2003_0601_19:11:53    8  97  15687  7082 -78.44   2.96 -66.55  40.25  17.43
WIC_2003_0602_02:42:42   40 176  51784  5164  52.94 288.80  62.90   8.12  22.54
WIC_2003_0602_06:06:32   91 177  36978  6781  56.94 233.15  61.44 288.58  20.57
WIC_2003_0602_10:16:13   95 178  26630 13541 -55.87 165.63 -64.20 257.66  22.60
WIC_2003_0602_13:23:33  197 212  48168  5669 -55.58 166.83 -63.65 258.81   1.60
WIC_2003_0602_14:15:02  210 212  50754  7656 -53.34 150.26 -64.70 235.54   0.80
WIC_2003_0603_14:23:39   79 111  22594  4256 -62.46  78.72 -70.65 115.48  16.91
WIC_2003_0604_06:48:22  207 162  41969  5771 -73.10 217.61 -66.77 330.91   0.07
WIC_2003_0604_14:37:52   32 164  39910  8366  71.21 102.52  65.72 174.88  21.08
WIC_2003_0604_18:20:53    9 115  15532  5953 -79.31  23.25 -69.48  46.61  16.90
WIC_2003_0605_03:12:03   45 173  48380  3921  55.29 275.00  66.03 346.93  21.59
WIC_2003_0605_11:59:42  200 177  45841  4690 -53.14 142.35 -65.76 224.16  21.99
WIC_2003_0606_09:23:09   57 218  39510  4551  62.21 232.06  66.40 284.28  23.53
WIC_2003_0606_15:30:12  185 226  40513  3328 -52.23 127.17 -66.36 200.73  23.62
WIC_2003_0607_00:25:37  116 153  33139  8801  60.08 294.53  68.99  18.12  21.08
WIC_2003_0607_03:17:11   16 185  15678 12494 -78.65 284.70 -63.26   8.47  23.10
WIC_2003_0607_07:18:00  232 176  48353  4989 -69.88 227.93 -62.18 332.22   0.64
WIC_2003_0608_00:57:02   33 173  51908  4275  58.98 310.42  64.91  38.08  22.90
WIC_2003_0608_04:41:29  111 207  34879  7279  52.75 257.64  62.14 320.77  21.31
WIC_2003_0608_07:59:47   47 207  19218  6289 -68.22 210.79 -64.49 318.25   0.40
WIC_2003_0608_11:17:24  199 197  46444  4665 -57.27 172.35 -64.04 267.06   0.17
WIC_2003_0608_13:29:12  215 192  52277  5225 -58.03 140.13 -71.39 223.78  23.32
WIC_2003_0609_23:45:33  122 141  31585 11515  55.79 298.10  64.21  21.80  20.69
WIC_2003_0610_03:51:09  178 136  32341  4789 -78.20 235.60 -67.39 348.63  22.32
WIC_2003_0610_07:15:02  202 163  50708  5510 -69.49 213.48 -64.90 322.16  23.91
WIC_2003_0612_12:47:58  111 170  32498  2993 -53.45 121.35 -67.95 191.28  20.52
WIC_2003_0614_11:32:45  195 189  51973 11737 -64.02 193.42 -65.14 297.66   2.43
WIC_2003_0614_17:02:20  104 185  36590  7287  67.54  70.17  62.75 145.14  21.76
WIC_2003_0615_04:16:24   68 193  50944  5075  52.23 273.01  63.06 343.85  22.40
WIC_2003_0615_11:08:54   67 235  23935  2166 -59.14 172.65 -65.80 269.68   0.19
WIC_2003_0615_12:12:43  135 193  34728  4314 -54.44 144.16 -66.90 227.59  22.38
WIC_2003_0615_13:12:26  158 182  41903  4464 -53.70 126.57 -68.02 199.82  21.44
WIC_2003_0615_21:06:14   76 197  39520 12326  68.17  33.16  64.19 113.68   0.22
WIC_2003_0615_21:45:22  128 144  34517 11354  63.51 324.53  66.71  55.07  20.95
WIC_2003_0616_02:38:21  186 177  36329  4993 -74.77 352.97 -62.87  39.11   0.49
WIC_2003_0616_10:25:59   62 190  44870 10147  66.79 194.29  63.89 248.13  22.08
WIC_2003_0617_02:34:38  173 213  31292 12089  55.17 284.27  65.53   1.60  21.93
WIC_2003_0617_20:47:24  166 233  31688  4411 -54.23  83.17 -64.93 132.74   1.17
WIC_2003_0618_05:16:15   84 226  44138 10297  50.12 280.23  60.94 354.92   0.12
WIC_2003_0618_10:15:28  154 199  23315  4607 -74.81 226.88 -66.26 338.88   3.96
WIC_2003_0618_11:19:17  107 173  34295  7487 -49.92 142.75 -62.19 223.21  21.25
WIC_2003_0618_12:06:39  147 189  40272  6250 -50.41 144.72 -62.45 226.16  22.18
WIC_2003_0618_13:49:39  186 183  48768  4727 -53.21 122.68 -67.65 193.50  21.56
WIC_2003_0618_20:47:52  123 156  35510  9431  63.70 346.20  63.30  73.72  21.25
WIC_2003_0619_14:50:25   58 228  24736  2626 -55.42 109.21 -69.78 170.07  20.88
WIC_2003_0620_04:37:03   82 147  18871  4282 -79.40 246.30 -66.95 354.66  23.45
WIC_2003_0620_06:24:06  170 134  37383  7480 -65.24 198.14 -65.03 303.67  21.80
WIC_2003_0620_15:07:23   85 169  38384  8249  72.40  97.16  66.93 170.15  21.15
